#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321A1882E
#Date Time: 2018-05-21 20:08:36.400

Frequency (Hz),Channel 1 (dBV)
1387.0573870573871,-51.711755848025582
1391.9413919413919,-51.59661021359198
1396.8253968253969,-51.895199149836941
1401.7094017094016,-51.433906874773825
1406.5934065934066,-52.36338819884196
1411.4774114774116,-51.518415211108277
1416.3614163614163,-51.024659295955807
1421.2454212454213,-51.398417275036806
1426.1294261294261,-51.388347737511175
1431.013431013431,-51.797801923211068
1435.8974358974358,-52.180282389266857
1440.7814407814408,-52.68457149478327
1445.6654456654458,-52.047173179159373
1450.5494505494505,-51.986434013986091
1455.4334554334555,-51.997040965279453
1460.3174603174602,-53.114009659828682
1465.2014652014652,-52.556031190965953
1470.08547008547,-52.878109392432762
1474.969474969475,-52.131705377579003
1479.8534798534799,-52.130947648892473
1484.7374847374847,-52.075910885581337
1489.6214896214897,-52.296867728331257
1494.5054945054944,-52.352497428687705
1499.3894993894994,-52.822367252184463
1504.2735042735044,-52.18702921813464
1509.1575091575091,-51.887556566665481
1514.0415140415141,-52.072312468053894
1518.9255189255189,-52.606850816522687
1523.8095238095239,-52.598451358521231
1528.6935286935286,-52.517558446065166
1533.5775335775336,-53.044522113167517
1538.4615384615386,-53.17277478725336
1543.3455433455433,-53.081754345005862
1548.2295482295483,-53.032234831693231
1553.1135531135531,-52.95977846167051
1557.997557997558,-52.955721221717724
1562.8815628815628,-52.674939678365924
1567.7655677655678,-52.832423985087964
1572.6495726495727,-53.246825024165489
1577.5335775335775,-52.755861082567002
1582.4175824175825,-52.872704987498345
1587.3015873015872,-53.029523025713907
1592.1855921855922,-52.912956993915323
1597.069597069597,-53.032829585806482
1601.9536019536019,-52.937894311875695
1606.8376068376069,-52.306557992375524
1611.7216117216117,-53.007413943761257
1616.6056166056167,-53.73562339946325
1621.4896214896214,-53.641700252189139
1626.3736263736264,-53.959455112926491
1631.2576312576311,-53.410784499235405
1636.1416361416361,-53.823254324001269
1641.0256410256411,-53.360370811229565
1645.9096459096459,-53.597002792516491
1650.7936507936508,-54.013717894729595
1655.6776556776556,-53.9519336167278
1660.5616605616606,-53.611535519706742
1665.4456654456656,-52.787245583678882
1670.3296703296703,-53.294409866283743
1675.2136752136753,-53.289667995753817
1680.09768009768,-53.046505566639588
1684.981684981685,-52.488221459819762
1689.8656898656898,-52.774900238554167
1694.7496947496948,-52.817778579371975
1699.6336996336997,-53.282540762893056
1704.5177045177045,-53.613665849896861
1709.4017094017095,-53.360307387549426
1714.2857142857142,-53.861925613937068
1719.1697191697192,-53.400664839485266
1724.053724053724,-53.262927740958183
1728.9377289377289,-53.330766003264912
1733.8217338217339,-54.044509869194655
1738.7057387057387,-54.195422764645031
1743.5897435897436,-54.154413439416196
1748.4737484737484,-53.701786823162571
1753.3577533577534,-52.762411628569488
1758.2417582417581,-53.388115283772812
1763.1257631257631,-53.147640030134944
1768.0097680097681,-53.366736509477768
1772.8937728937728,-53.075072816699624
1777.7777777777778,-53.651466947951718
1782.6617826617826,-53.343868329742122
1787.5457875457876,-53.945299312377358
1792.4297924297925,-53.817691381770473
1797.3137973137973,-53.737569532598577
1802.1978021978023,-53.997922576662958
1807.081807081807,-53.386761946255142
1811.965811965812,-53.71118059782475
1816.8498168498168,-53.739596638974049
1821.7338217338217,-53.931133564503426
1826.6178266178267,-54.105507056613021
1831.5018315018315,-53.992855185281876
1836.3858363858365,-53.95052755431972
1841.2698412698412,-53.770509504500367
1846.1538461538462,-54.071422359843247
1851.0378510378509,-54.317366919659037
1855.9218559218559,-54.155365781093806
1860.8058608058609,-53.769359260104608
1865.6898656898657,-54.026796855812364
1870.5738705738706,-54.761222501850412
1875.4578754578754,-54.070806326743863
1880.3418803418804,-54.243191783724797
1885.2258852258851,-53.352876019477733
1890.1098901098901,-53.608116589251331
1894.9938949938951,-54.458832745239036
1899.8778998778998,-53.932078893981213
1904.7619047619048,-53.650641809365602
1909.6459096459096,-53.929859713563168
1914.5299145299145,-53.96253074521718
1919.4139194139193,-54.778774330601401
1924.2979242979243,-54.745032322025587
1929.1819291819293,-54.106605020858481
1934.065934065934,-53.581339314381935
1938.949938949939,-53.830670277618829
1943.8339438339437,-54.108503891803785
1948.7179487179487,-54.352083421416836
1953.6019536019537,-53.901088364397495
1958.4859584859585,-54.067678172703395
1963.3699633699634,-54.225016059547677
1968.2539682539682,-54.452711318765324
1973.1379731379732,-54.297304729659587
1978.0219780219779,-53.795506021509773
1982.9059829059829,-53.391677622373152
1987.7899877899879,-54.586455159121449
1992.6739926739926,-54.5516006010117
1997.5579975579976,-54.447805230617945
2002.4420024420024,-54.066964449965589
2007.3260073260074,-54.066568802998916
2012.2100122100121,-54.130792417025759
2017.0940170940171,-54.550930823625094
2021.9780219780221,-54.366841096410184
2026.8620268620268,-53.975651796233102
2031.7460317460318,-54.068070485028713
2036.6300366300366,-54.73219267812307
2041.5140415140415,-54.770153258451906
2046.3980463980463,-53.860971837462237
2051.2820512820513,-53.829213751961916
2056.166056166056,-54.622098944714104
2061.0500610500612,-54.302053738364826
2065.934065934066,-54.218113856096892
2070.8180708180707,-54.352498698047796
2075.7020757020755,-54.512991007032255
2080.5860805860807,-54.488514830480028
2085.4700854700855,-54.412199801130143
2090.3540903540902,-54.864326109711463
2095.2380952380954,-54.706248640295939
2100.1221001221002,-54.683978414678165
2105.0061050061049,-54.728261503529964
2109.8901098901097,-54.386928223734074
2114.7741147741149,-54.502533910086406
2119.6581196581196,-54.56800189738702
2124.5421245421244,-54.456702277451086
2129.4261294261296,-54.574581921180041
2134.3101343101343,-55.0441295246873
2139.1941391941391,-53.773959761696482
2144.0781440781443,-54.35897990442372
2148.9621489621491,-55.091435736758889
2153.8461538461538,-54.97403586306325
2158.7301587301586,-54.831279615306258
2163.6141636141638,-54.192461992880084
2168.4981684981685,-55.172859390968441
2173.3821733821733,-54.93331409755325
2178.2661782661785,-54.669904576260492
2183.1501831501832,-54.992835908090953
2188.034188034188,-55.122785750724773
2192.9181929181927,-54.784685582027244
2197.802197802198,-54.338673426584862
2202.6862026862027,-54.81500607617221
2207.5702075702075,-54.541766466224153
2212.4542124542127,-54.178666537908533
2217.3382173382174,-55.035600490048679
2222.2222222222222,-54.774993641852305
2227.1062271062269,-55.625194892551299
2231.9902319902321,-55.180268645680883
2236.8742368742369,-54.528948368954516
2241.7582417582416,-55.50227850016568
2246.6422466422468,-54.615279705000447
2251.5262515262516,-54.017065403215966
2256.4102564102564,-54.555109355821109
2261.2942612942611,-55.502198943582925
2266.1782661782663,-54.526759116890339
2271.0622710622711,-53.942314373547759
2275.9462759462758,-54.404908162270829
2280.830280830281,-54.883228152482495
2285.7142857142858,-55.370183835145703
2290.5982905982905,-54.936663063931789
2295.4822954822953,-54.015577243039388
2300.3663003663005,-54.326207214173095
2305.2503052503052,-54.751130659142092
2310.13431013431,-55.012738116693455
2315.0183150183152,-54.617731332178607
2319.90231990232,-54.571250192159155
2324.7863247863247,-54.224170527879821
2329.6703296703295,-54.572613168793886
2334.5543345543347,-54.815429217637472
2339.4383394383394,-54.843156590562899
2344.3223443223442,-54.68061027044692
2349.2063492063494,-54.791875386002488
2354.0903540903541,-54.960851132728607
2358.9743589743589,-54.239937157651383
2363.8583638583636,-54.232335267186627
2368.7423687423689,-55.12617338874211
2373.6263736263736,-54.426058376563269
2378.5103785103784,-54.883283858601082
2383.3943833943836,-54.457256155416964
2388.2783882783883,-54.894549445047886
2393.1623931623931,-54.615103454677296
2398.0463980463978,-54.772875591611026
2402.930402930403,-54.671656541118459
2407.8144078144078,-54.693156696570298
2412.6984126984125,-55.037465523012365
2417.5824175824177,-55.058558751394017
2422.4664224664225,-54.990253065614837
2427.3504273504273,-54.932718508622749
2432.2344322344325,-54.992444055338879
2437.1184371184372,-54.23796405987315
2442.002442002442,-54.9537926589528
2446.8864468864467,-54.496532826014459
2451.7704517704519,-54.610723752078385
2456.6544566544567,-54.817825790953343
2461.5384615384614,-54.788260386984966
2466.4224664224666,-54.74573335183436
2471.3064713064714,-55.105386400059977
2476.1904761904761,-55.190332956230527
2481.0744810744809,-55.312434282514211
2485.9584859584861,-54.86518745102471
2490.8424908424909,-54.341765656575369
2495.7264957264956,-54.862493404511888
2500.6105006105008,-55.150921006799123
2505.4945054945056,-54.583281086224829
2510.3785103785103,-55.587229883911888
2515.2625152625151,-55.690677027298001
2520.1465201465203,-55.287875095604619
2525.030525030525,-55.048634078384396
2529.9145299145298,-54.737104875501757
2534.798534798535,-55.104406508448072
2539.6825396825398,-54.424505676114777
2544.5665445665445,-55.113383565771585
2549.4505494505493,-55.661504314702988
2554.3345543345545,-55.564112183577173
2559.2185592185592,-55.228523143243166
2564.102564102564,-55.270989474895558
2568.9865689865692,-55.224243603350573
2573.8705738705739,-54.855719945238057
2578.7545787545787,-55.082875128450993
2583.6385836385834,-54.734828828679767
2588.5225885225886,-54.917339165728748
2593.4065934065934,-55.09986500374653
2598.2905982905982,-55.16463509312792
2603.1746031746034,-55.496937294943798
2608.0586080586081,-55.595224237104325
2612.9426129426129,-55.501730518611851
2617.8266178266176,-55.095606663817129
2622.7106227106228,-55.423866394849426
2627.5946275946276,-55.531927670782942
2632.4786324786323,-55.451756895170199
2637.3626373626375,-54.802749124501901
2642.2466422466423,-55.338186443638186
2647.130647130647,-55.759150341052184
2652.0146520146518,-55.324387401379404
2656.898656898657,-55.789588897392555
2661.7826617826618,-55.0727786508576
2666.6666666666665,-54.988357128320317
2671.5506715506717,-55.359386854297597
2676.4346764346765,-55.276461874491531
2681.3186813186812,-55.205910253771108
2686.202686202686,-55.424647702868697
2691.0866910866912,-55.856474463951315
2695.9706959706959,-55.67586237594309
2700.8547008547007,-55.736339769346685
2705.7387057387059,-55.039061896697717
2710.6227106227107,-54.985264398612053
2715.5067155067154,-54.714347834791781
2720.3907203907206,-55.104772921523768
2725.2747252747254,-56.063459083270445
2730.1587301587301,-55.498663662853509
2735.0427350427349,-54.952516752736074
2739.9267399267401,-55.255431585637439
2744.8107448107448,-55.229121194360985
2749.6947496947496,-55.12366981935876
2754.5787545787548,-55.335094944408254
2759.4627594627595,-55.234622632308721
2764.3467643467643,-55.456354068410022
2769.2307692307691,-55.699307503224489
2774.1147741147743,-54.78578946452707
2778.998778998779,-54.957344187428902
2783.8827838827838,-54.703907728440981
2788.766788766789,-54.856703176656168
2793.6507936507937,-56.62043287261131
2798.5347985347985,-55.306481081125433
2803.4188034188032,-55.301937800525359
2808.3028083028084,-55.081051987232719
2813.1868131868132,-55.084037550578273
2818.0708180708179,-55.582359249478671
2822.9548229548232,-55.841845858072368
2827.8388278388279,-55.476335619106734
2832.7228327228327,-55.630092881280397
2837.6068376068374,-55.851458181063229
2842.4908424908426,-54.785130480632127
2847.3748473748474,-54.950412521204974
2852.2588522588521,-55.558396736049922
2857.1428571428573,-55.140095810574572
2862.0268620268621,-54.719041180544821
2866.9108669108668,-55.409651982061192
2871.7948717948716,-55.791859105571859
2876.6788766788768,-55.303524896788986
2881.5628815628816,-55.350130110631412
2886.4468864468863,-55.018934668155794
2891.3308913308915,-55.226398378014792
2896.2148962148963,-55.337884844560605
2901.098901098901,-54.626774066683424
2905.9829059829058,-55.257599936025244
2910.866910866911,-55.622142920312101
2915.7509157509157,-55.860868525185985
2920.6349206349205,-54.947648881648739
2925.5189255189257,-55.34170239866431
2930.4029304029305,-55.195438440625864
2935.2869352869352,-55.933565377553961
2940.17094017094,-55.989201926943039
2945.0549450549452,-55.883040883787302
2949.9389499389499,-55.430091473718257
2954.8229548229547,-55.541372001351533
2959.7069597069599,-55.634503371475873
2964.5909645909646,-54.586936893818347
2969.4749694749694,-54.575912260280731
2974.3589743589741,-55.3987001396873
2979.2429792429793,-55.759251341758052
2984.1269841269841,-55.617044438202051
2989.0109890109889,-55.492017764191488
2993.8949938949941,-55.752552237903139
2998.7789987789988,-55.584680401432578
3003.6630036630036,-55.059092575660827
3008.5470085470088,-55.426720860251592
3013.4310134310135,-56.219615561564339
3018.3150183150183,-55.782715394494211
3023.199023199023,-55.493811327845066
3028.0830280830282,-55.158189559556021
3032.967032967033,-55.722250749845095
3037.8510378510377,-55.455461312216357
3042.735042735043,-55.392288350799703
3047.6190476190477,-55.539637391726316
3052.5030525030525,-55.731747468367622
3057.3870573870572,-55.350791576208344
3062.2710622710624,-55.829132752809912
3067.1550671550672,-55.808756712453572
3072.0390720390719,-56.06233613075122
3076.9230769230771,-56.238630833178085
3081.8070818070819,-55.129805639270501
3086.6910866910866,-55.308278131231383
3091.5750915750914,-55.240637311239134
3096.4590964590966,-55.552475041265055
3101.3431013431014,-56.033521204116127
3106.2271062271061,-55.904697472978583
3111.1111111111113,-55.941254228556588
3115.9951159951161,-56.079783706031932
3120.8791208791208,-56.099419302620753
3125.7631257631256,-56.132695460433624
3130.6471306471308,-55.541143555942469
3135.5311355311355,-55.419229420316761
3140.4151404151403,-55.159906841419044
3145.2991452991455,-54.825496754881158
3150.1831501831502,-55.071346199149822
3155.067155067155,-54.806854177971296
3159.9511599511598,-55.570521859213962
3164.835164835165,-55.535842748287394
3169.7191697191697,-56.24333197758483
3174.6031746031745,-55.008530307645998
3179.4871794871797,-55.601482002881696
3184.3711843711844,-55.555559583103253
3189.2551892551892,-55.233725768170061
3194.1391941391939,-55.281471156660828
3199.0231990231991,-55.493670153138829
3203.9072039072039,-55.588530878786166
3208.7912087912086,-55.222128336828177
3213.6752136752139,-54.967071579948943
3218.5592185592186,-56.280636299988828
3223.4432234432234,-55.872989067227799
3228.3272283272281,-56.560559476519934
3233.2112332112333,-55.524136675740579
3238.0952380952381,-55.587841318156528
3242.9792429792428,-55.945997381328105
3247.863247863248,-55.121341436563462
3252.7472527472528,-55.816448809515521
3257.6312576312575,-55.697906675191064
3262.5152625152623,-56.324158508877709
3267.3992673992675,-56.999423637545462
3272.2832722832723,-56.358970721651325
3277.167277167277,-56.15496976372107
3282.0512820512822,-55.4552088432592
3286.935286935287,-55.682011841688414
3291.8192918192917,-55.255633471411016
3296.7032967032969,-55.4208801764618
3301.5873015873017,-55.539917548908264
3306.4713064713064,-55.769437457468307
3311.3553113553112,-55.759917981412997
3316.2393162393164,-55.682757778092352
3321.1233211233211,-55.792916575413962
3326.0073260073259,-56.287401483244849
3330.8913308913311,-56.075540007294116
3335.7753357753359,-55.717670286229819
3340.6593406593406,-55.351581323877745
3345.5433455433454,-55.468074181164781
3350.4273504273506,-56.262131118984811
3355.3113553113553,-55.754158388495192
3360.1953601953601,-55.797220479253596
3365.0793650793653,-55.891144297290339
3369.96336996337,-55.538439362909131
3374.8473748473748,-56.444660985309667
3379.7313797313795,-55.734394208963216
3384.6153846153848,-56.263060545488074
3389.4993894993895,-55.712179734981284
3394.3833943833943,-56.394424841320536
3399.2673992673995,-56.995072575547582
3404.1514041514042,-55.938770632541591
3409.035409035409,-56.278679809419913
3413.9194139194137,-55.54973639625387
3418.8034188034189,-55.308013951425032
3423.6874236874237,-56.500778838915423
3428.5714285714284,-55.933435953720604
3433.4554334554336,-56.186252458364898
3438.3394383394384,-56.328339168665067
3443.2234432234432,-55.834240244725073
3448.1074481074479,-56.245255387445013
3452.9914529914531,-56.132441464903067
3457.8754578754579,-55.821656157459252
3462.7594627594626,-55.908286359876811
3467.6434676434678,-56.733672890669936
3472.5274725274726,-56.065100846273516
3477.4114774114773,-55.906866647249927
3482.2954822954821,-55.761980845103906
3487.1794871794873,-56.267454037550841
3492.063492063492,-55.907705022302466
3496.9474969474968,-56.355552511763996
3501.831501831502,-56.05663550819343
3506.7155067155068,-56.594674057558734
3511.5995115995115,-56.216586187652318
3516.4835164835163,-56.329019456156075
3521.3675213675215,-56.303928293377425
3526.2515262515262,-55.499829921791786
3531.135531135531,-55.682086860336391
3536.0195360195362,-56.221162995882736
3540.9035409035409,-55.778907080534374
3545.7875457875457,-55.93506423803214
3550.6715506715504,-56.10849393310783
3555.5555555555557,-55.703019716202064
3560.4395604395604,-56.654234063463221
3565.3235653235652,-56.701856923243824
3570.2075702075704,-56.20071443404121
3575.0915750915751,-55.638220738404357
3579.9755799755799,-56.124365045537203
3584.8595848595851,-56.319165683702423
3589.7435897435898,-56.74962504339117
3594.6275946275946,-57.165215485728652
3599.5115995115993,-56.576061889581254
3604.3956043956046,-55.866324802075837
3609.2796092796093,-55.829765434158844
3614.1636141636141,-55.710714015161571
3619.0476190476193,-55.889808850002389
3623.931623931624,-55.896655543723206
3628.8156288156288,-55.243782096487024
3633.6996336996335,-55.555644283164213
3638.5836385836387,-55.838134195177688
3643.4676434676435,-56.346797925917329
3648.3516483516482,-56.040611140231505
3653.2356532356534,-56.406954271940528
3658.1196581196582,-56.656682570253182
3663.003663003663,-56.12225252578375
3667.8876678876677,-56.707682899909678
3672.7716727716729,-56.331393442450818
3677.6556776556777,-56.004707470822694
3682.5396825396824,-56.093857380288242
3687.4236874236876,-55.99248489977689
3692.3076923076924,-55.782705555609212
3697.1916971916971,-56.490466005515181
3702.0757020757019,-55.989603840383886
3706.9597069597071,-55.901406217448482
3711.8437118437118,-56.594990769477363
3716.7277167277166,-57.130247714193565
3721.6117216117218,-56.533603415040247
3726.4957264957266,-56.216484156517332
3731.3797313797313,-56.352880497529156
3736.2637362637361,-56.120904504183841
3741.1477411477413,-56.008795695679268
3746.031746031746,-55.813364157069358
3750.9157509157508,-56.492521754278698
3755.799755799756,-55.968019166868714
3760.6837606837607,-55.811282991645641
3765.5677655677655,-55.873940033471605
3770.4517704517702,-55.815290077998164
3775.3357753357755,-56.341763106196019
3780.2197802197802,-56.736072871201976
3785.103785103785,-56.03321172209025
3789.9877899877902,-56.120836434525636
