#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321A1882E
#Date Time: 2018-05-21 18:52:47.755

Frequency (Hz),Trace 1 (dBV)
1088.8671875,-91.076177170390082
1093.75,-91.367278063010332
1098.6328125,-91.673742046997845
1103.515625,-91.574608592653618
1108.3984375,-92.543742661927396
1113.28125,-93.702127992690009
1118.1640625,-93.533262348941534
1123.046875,-94.422754829327204
1127.9296875,-94.785546698299612
1132.8125,-94.486075934287214
1137.6953125,-94.758443649292161
1142.578125,-95.30332147640685
1147.4609375,-95.598794590781978
1152.34375,-95.867254433216274
1157.2265625,-95.780537332377449
1162.109375,-96.309392410015292
1166.9921875,-95.829495169270473
1171.875,-95.429779816656648
1176.7578125,-95.805969077863637
1181.640625,-95.455777395267191
1186.5234375,-94.780645089159378
1191.40625,-94.34893470058833
1196.2890625,-94.18036457964152
1201.171875,-93.742461681009928
1206.0546875,-92.925345952547019
1210.9375,-92.099246242972029
1215.8203125,-92.011453019549407
1220.703125,-91.967660063585072
1225.5859375,-92.239922746188071
1230.46875,-91.64845044310303
1235.3515625,-91.161871829908847
1240.234375,-91.342322016341839
1245.1171875,-90.401677952023363
1250,-90.519879086654072
1254.8828125,-91.163936857536441
1259.765625,-90.631303822368665
1264.6484375,-89.991037556024466
1269.53125,-90.257722663800592
1274.4140625,-89.564634047259432
1279.296875,-89.669278818083185
1284.1796875,-89.559446928836707
1289.0625,-89.66294626057001
1293.9453125,-89.572831095453836
1298.828125,-89.319801192895653
1303.7109375,-89.98211412318922
1308.59375,-89.70233772489874
1313.4765625,-90.232341023166995
1318.359375,-90.385882882795343
1323.2421875,-90.347176778327963
1328.125,-90.273507163923071
1333.0078125,-91.113679336732275
1337.890625,-90.533103405459045
1342.7734375,-90.991757452915593
1347.65625,-91.69709877938476
1352.5390625,-91.519433437529841
1357.421875,-91.749037731025581
1362.3046875,-92.87186602716011
1367.1875,-92.966008488407709
1372.0703125,-93.160164533593843
1376.953125,-93.291680985858932
1381.8359375,-94.165839582472586
1386.71875,-94.924482735522773
1391.6015625,-95.266368888230716
1396.484375,-95.698278818738757
1401.3671875,-96.177611664679887
1406.25,-96.457849594319981
1411.1328125,-96.719140348381245
1416.015625,-96.150524650005863
1420.8984375,-95.980496765027894
1425.78125,-95.507844419028373
1430.6640625,-95.09364237721384
1435.546875,-95.470832468166293
1440.4296875,-95.160388611045974
1445.3125,-95.006391390881859
1450.1953125,-94.812448387326668
1455.078125,-93.426486757108265
1459.9609375,-93.251640017256932
1464.84375,-92.849158650674397
1469.7265625,-92.08316138542871
1474.609375,-92.60429979155316
1479.4921875,-92.48611461976482
1484.375,-91.313382945666632
1489.2578125,-90.80485281051682
1494.140625,-90.83016665913469
1499.0234375,-90.421883844427413
1503.90625,-90.255750110018056
1508.7890625,-89.942838189390102
1513.671875,-90.163763015552718
1518.5546875,-89.963106117431522
1523.4375,-89.81725485229515
1528.3203125,-90.835506376737584
1533.203125,-90.74371595296553
1538.0859375,-89.520638277914145
1542.96875,-89.348152279574307
1547.8515625,-89.319387177470787
1552.734375,-89.54692224141661
1557.6171875,-89.74034510502689
1562.5,-89.375379330377115
1567.3828125,-90.268322789086454
1572.265625,-90.146590754218948
1577.1484375,-90.399357213200219
1582.03125,-90.42285258498228
1586.9140625,-90.459609636062339
1591.796875,-90.830247373813052
1596.6796875,-91.378752209402478
1601.5625,-91.301583889643311
1606.4453125,-91.835754310605012
1611.328125,-92.20558560278873
1616.2109375,-92.532016890136205
1621.09375,-93.362449561244546
1625.9765625,-92.998276115622915
1630.859375,-93.720435741727727
1635.7421875,-94.480876214162123
1640.625,-94.983406272742627
1645.5078125,-94.719375070692422
1650.390625,-95.020097729548752
1655.2734375,-95.806060527931422
1660.15625,-96.264357228376539
1665.0390625,-95.511939743804874
1669.921875,-95.775335225954422
1674.8046875,-95.661439522194996
1679.6875,-95.674949917201303
1684.5703125,-95.985232702273805
1689.453125,-95.202977693085927
1694.3359375,-95.038789829978981
1699.21875,-94.414867846260279
1704.1015625,-94.170290029152511
1708.984375,-94.220410803805436
1713.8671875,-93.529868417477061
1718.75,-92.366507435215951
1723.6328125,-92.902113355911013
1728.515625,-91.525096404999857
1733.3984375,-91.198986589036906
1738.28125,-91.4042765044058
1743.1640625,-90.669804160363313
1748.046875,-90.323601979608981
1752.9296875,-91.052691784343864
1757.8125,-90.508424843114867
1762.6953125,-91.164312542757784
1767.578125,-90.324293371547014
1772.4609375,-90.241317375392867
1777.34375,-89.251415631790991
1782.2265625,-88.997291544239147
1787.109375,-89.122804783234017
1791.9921875,-89.232179962614907
1796.875,-89.031770652939173
1801.7578125,-89.563410575025401
1806.640625,-89.046759861683014
1811.5234375,-89.811941515631176
1816.40625,-90.205831442289508
1821.2890625,-90.732976269314349
1826.171875,-90.191289950622433
1831.0546875,-90.841659003241745
1835.9375,-90.42569392077192
1840.8203125,-91.171377962919067
1845.703125,-91.224590169253986
1850.5859375,-91.866469678306174
1855.46875,-92.56407029078602
1860.3515625,-92.757972407328779
1865.234375,-92.717746186556468
1870.1171875,-92.596448529240831
1875,-93.425378652427355
1879.8828125,-94.753104267061047
1884.765625,-94.330074981680923
1889.6484375,-94.030843397829187
1894.53125,-94.685437031398308
1899.4140625,-95.07823710439439
1904.296875,-95.20162657687662
1909.1796875,-96.153905252408762
1914.0625,-96.153644248582054
1918.9453125,-95.701289075865901
1923.828125,-95.715054228235886
1928.7109375,-95.03846539448304
1933.59375,-95.514402504584808
1938.4765625,-95.649103945857235
1943.359375,-94.361398645648762
1948.2421875,-93.069438114189182
1953.125,-93.220651357585155
1958.0078125,-93.474657473346127
1962.890625,-92.484894706435497
1967.7734375,-92.692516922073779
1972.65625,-93.469697756734078
1977.5390625,-91.885789781711239
1982.421875,-91.465836142841397
1987.3046875,-91.466990202173974
1992.1875,-90.456305095323373
1997.0703125,-90.16387070008588
2001.953125,-90.17486321178319
2006.8359375,-90.330139476509743
2011.71875,-89.624888142135305
2016.6015625,-89.144189517758775
2021.484375,-89.161408921920867
2026.3671875,-89.210453501525549
2031.25,-89.310657290205526
2036.1328125,-89.969323014250136
2041.015625,-90.36567226614784
2045.8984375,-89.712048814002458
2050.78125,-89.909835773241639
2055.6640625,-90.123138018148381
2060.546875,-90.480457731093509
2065.4296875,-90.266936341369018
2070.3125,-90.111311033479069
2075.1953125,-90.011976094446652
2080.078125,-90.630923963324079
2084.9609375,-91.328464796788182
2089.84375,-92.092361137318449
2094.7265625,-91.967349447606836
2099.609375,-92.403078234344932
2104.4921875,-92.525909441247975
2109.375,-93.311840853884036
2114.2578125,-92.967228108350653
2119.140625,-94.146752732079264
2124.0234375,-94.249111993260541
2128.90625,-95.489154868853007
2133.7890625,-95.853707781480907
2138.671875,-95.815255853961474
2143.5546875,-96.334415474888928
2148.4375,-96.199161461801751
2153.3203125,-96.105415178666789
2158.203125,-95.659339908568896
2163.0859375,-95.914191649828396
2167.96875,-95.256759257527804
2172.8515625,-94.852489793242711
2177.734375,-94.095786642457014
2182.6171875,-94.080493521401479
2187.5,-92.931784823864263
2192.3828125,-93.425933031531059
2197.265625,-92.467502293702466
2202.1484375,-92.142759988646844
2207.03125,-91.894853825043086
2211.9140625,-90.922430703767603
2216.796875,-91.27112271801073
2221.6796875,-90.401196849160527
2226.5625,-90.618255957429994
2231.4453125,-90.716748406029552
2236.328125,-90.538632411253161
2241.2109375,-90.489191313332711
2246.09375,-89.82263056551264
2250.9765625,-89.554763855147854
2255.859375,-89.518502267479931
2260.7421875,-89.955655227808307
2265.625,-90.301189899121027
2270.5078125,-89.686025999755287
2275.390625,-89.520705423446969
2280.2734375,-90.046752904928525
2285.15625,-90.06431686502745
2290.0390625,-90.349276514373983
2294.921875,-90.404015144335986
2299.8046875,-90.396525745000446
2304.6875,-90.896044793131693
2309.5703125,-91.248311018638262
2314.453125,-91.112526074295062
2319.3359375,-90.877260043248896
2324.21875,-91.386118075315437
2329.1015625,-92.904392421255366
2333.984375,-92.79374527010809
2338.8671875,-93.671802755069521
2343.75,-93.778827200277277
2348.6328125,-94.989406161357763
2353.515625,-95.249561541951635
2358.3984375,-94.711531246160305
2363.28125,-95.330542772796875
2368.1640625,-96.297110280608905
2373.046875,-96.205730806586459
2377.9296875,-95.809933548005034
2382.8125,-95.676879370422654
2387.6953125,-95.43984026675021
2392.578125,-95.613291643264461
2397.4609375,-94.730032366043758
2402.34375,-94.393055903157276
2407.2265625,-93.836719997897092
2412.109375,-93.056511032403009
2416.9921875,-92.435344299825971
2421.875,-91.830473602234477
2426.7578125,-91.585742225534887
2431.640625,-91.711694427642698
2436.5234375,-91.303914352758753
2441.40625,-91.195573905373365
2446.2890625,-90.330199986950703
2451.171875,-90.016725285024279
2456.0546875,-90.392615494833876
2460.9375,-89.800154398960842
2465.8203125,-90.155012761048908
2470.703125,-89.768331362344583
2475.5859375,-89.708311795369809
2480.46875,-89.968619979622204
2485.3515625,-89.983992133826987
2490.234375,-89.910422675347633
2495.1171875,-90.215682064535429
2500,-90.174671720686135
2504.8828125,-90.120244849074979
2509.765625,-90.571385032102881
2514.6484375,-90.122257684260518
2519.53125,-91.885445403946846
2524.4140625,-92.617762394435658
2529.296875,-93.259909383904741
2534.1796875,-93.426930872367024
2539.0625,-93.607579478924322
2543.9453125,-94.481401854335644
2548.828125,-95.740894059048784
2553.7109375,-95.246369128905854
2558.59375,-95.79392496791229
2563.4765625,-96.254482365299324
2568.359375,-95.825410733099289
2573.2421875,-95.622581396152455
2578.125,-95.545495032355205
2583.0078125,-94.715350700586143
2587.890625,-93.9588519334974
2592.7734375,-92.839506832419389
2597.65625,-91.866133394511351
2602.5390625,-91.805829568007283
2607.421875,-91.460190780764762
2612.3046875,-90.460078110329533
2617.1875,-90.101015720915782
2622.0703125,-89.708116791757561
2626.953125,-90.087489268033579
2631.8359375,-90.14696218013485
2636.71875,-89.442800774593138
2641.6015625,-89.68210147689345
2646.484375,-89.695089995677563
2651.3671875,-90.123316888448826
2656.25,-90.793608479928864
2661.1328125,-91.607753677472502
2666.015625,-92.171891520601321
2670.8984375,-93.288548358649464
2675.78125,-94.152415436714705
2680.6640625,-95.470334583518621
2685.546875,-95.396329348571257
2690.4296875,-94.204031834749799
2695.3125,-92.306261380415449
2700.1953125,-89.874059176282955
2705.078125,-86.833143330279498
2709.9609375,-84.649168945875871
2714.84375,-83.218155681821088
2719.7265625,-81.382942349573739
2724.609375,-80.203998343957167
2729.4921875,-78.972924707345129
2734.375,-76.998816458239347
2739.2578125,-75.70937451751648
2744.140625,-74.970389184143443
2749.0234375,-74.06042332775516
2753.90625,-73.190620833657803
2758.7890625,-71.817077858399401
2763.671875,-71.142431106853422
2768.5546875,-69.820968882112624
2773.4375,-68.869115031777611
2778.3203125,-68.750720582012377
2783.203125,-67.654540516027993
2788.0859375,-67.191238977953475
2792.96875,-66.795341073524497
2797.8515625,-65.494507746754394
2802.734375,-65.182715110735344
2807.6171875,-64.580765224142382
2812.5,-63.397319594498391
2817.3828125,-62.437877772128289
2822.265625,-62.742163594656347
2827.1484375,-62.006381733941012
2832.03125,-61.799491225819651
2836.9140625,-60.319588522860919
2841.796875,-59.913507814610021
2846.6796875,-59.276548842892829
2851.5625,-59.184937360195498
2856.4453125,-58.978615626659384
2861.328125,-58.448494728633378
2866.2109375,-58.141607746761998
2871.09375,-57.608140797027303
2875.9765625,-56.816082389359018
2880.859375,-56.344378628693079
2885.7421875,-55.745510994167482
2890.625,-55.627370444025487
2895.5078125,-54.923129561262563
2900.390625,-54.435633780971422
2905.2734375,-53.780705240658655
2910.15625,-53.921660603389569
2915.0390625,-53.313647796063393
2919.921875,-52.357809049622389
2924.8046875,-52.395792842306754
2929.6875,-52.230527828516387
2934.5703125,-52.510334354400442
2939.453125,-52.080340887579695
2944.3359375,-51.863307636450415
2949.21875,-51.20980354946294
2954.1015625,-50.769597438891417
2958.984375,-50.934030703767029
2963.8671875,-50.465362193147627
2968.75,-49.407216982696454
2973.6328125,-49.875570691757112
2978.515625,-49.434088236905033
2983.3984375,-48.751436966736243
2988.28125,-48.978421109383305
2993.1640625,-48.632135147428215
2998.046875,-48.298470706964245
3002.9296875,-48.078393599723903
3007.8125,-47.645203159300465
3012.6953125,-47.401524145197456
3017.578125,-46.730935554111753
3022.4609375,-46.56889738505879
3027.34375,-47.152742419765048
3032.2265625,-46.383520092555777
3037.109375,-46.723111912992685
3041.9921875,-46.656415163279512
3046.875,-45.972420953602111
3051.7578125,-45.269733272259742
3056.640625,-45.10882881746813
3061.5234375,-45.611088667599645
3066.40625,-44.959007838892482
3071.2890625,-44.960179726986482
3076.171875,-44.893471588023353
3081.0546875,-44.955243313005028
3085.9375,-44.58812638411451
3090.8203125,-45.005811060071736
3095.703125,-43.718220190404679
3100.5859375,-43.969196004636373
3105.46875,-44.051054503096616
3110.3515625,-43.953391530374944
3115.234375,-44.091275695701995
3120.1171875,-43.910344905855858
3125,-43.713844414968221
3129.8828125,-43.306500654440711
3134.765625,-43.719817981665791
3139.6484375,-42.814195387837032
3144.53125,-42.629709226516653
3149.4140625,-43.204156252290915
3154.296875,-43.11030674189216
3159.1796875,-42.293094719422427
3164.0625,-42.11849522935124
3168.9453125,-42.535243696614472
3173.828125,-41.962248940843864
3178.7109375,-42.050478773984359
3183.59375,-41.93972220632137
3188.4765625,-42.108725975013371
3193.359375,-42.574953238728163
3198.2421875,-42.350837596872481
3203.125,-41.61410501165588
3208.0078125,-41.476672223280659
3212.890625,-41.684712450158798
3217.7734375,-41.857545007708062
3222.65625,-41.329724164699357
3227.5390625,-41.264561343715407
3232.421875,-41.827144021925974
3237.3046875,-40.984381244586878
3242.1875,-40.981840915310315
3247.0703125,-40.968073109596631
3251.953125,-41.422787205737777
3256.8359375,-41.919143184979092
3261.71875,-41.002369845488474
3266.6015625,-41.182891071308589
3271.484375,-41.644964543147069
3276.3671875,-41.342768844462199
3281.25,-42.051345453127794
3286.1328125,-41.589789257313967
3291.015625,-41.356751796462248
3295.8984375,-40.924038136467544
3300.78125,-41.155625676227231
3305.6640625,-41.431191685813999
3310.546875,-40.398797431342508
3315.4296875,-40.790988152147101
3320.3125,-40.816795083320201
3325.1953125,-40.884466544475693
3330.078125,-40.832498487265873
3334.9609375,-41.460286920797778
3339.84375,-40.781547355595379
3344.7265625,-41.005073167900676
3349.609375,-41.925656612455398
3354.4921875,-40.70965766357395
3359.375,-40.118665634957836
3364.2578125,-40.966943645111726
3369.140625,-40.253507436763286
3374.0234375,-41.503224224034
3378.90625,-40.816212841762933
3383.7890625,-40.763662838707248
3388.671875,-40.916185792322864
3393.5546875,-40.385238177274026
3398.4375,-40.87769062861517
3403.3203125,-41.041287865429965
3408.203125,-40.955633799631912
3413.0859375,-40.883327104910791
3417.96875,-41.525189498197605
3422.8515625,-40.803809037654794
3427.734375,-40.826561157191151
3432.6171875,-41.561203474505668
3437.5,-41.08077609618676
3442.3828125,-40.532867864037371
3447.265625,-40.848653430365623
3452.1484375,-40.646243834298744
3457.03125,-40.530841104292733
3461.9140625,-40.772911348802943
3466.796875,-40.546619128693216
3471.6796875,-41.180574908334435
3476.5625,-41.689663940552762
3481.4453125,-41.35133532780354
3486.328125,-40.965418556721083
3491.2109375,-41.584988762411797
3496.09375,-41.848355017626659
3500.9765625,-41.681711402135662
3505.859375,-41.556676588740665
3510.7421875,-41.126751763077472
3515.625,-41.388727775987199
3520.5078125,-41.649232635349279
3525.390625,-42.124557295419621
3530.2734375,-41.509660878164311
3535.15625,-41.476964794556523
3540.0390625,-40.648368031870064
3544.921875,-40.509007002104823
3549.8046875,-40.936327863657063
3554.6875,-41.501546396991067
3559.5703125,-41.673185173575021
3564.453125,-41.564965624274222
3569.3359375,-41.86715608928683
3574.21875,-42.027048865109549
3579.1015625,-42.378453503398518
3583.984375,-41.661760337308642
3588.8671875,-41.958861238510686
3593.75,-42.009162631644976
3598.6328125,-41.745005624780333
3603.515625,-42.13878065601638
3608.3984375,-41.653276372419761
3613.28125,-41.531643756177104
3618.1640625,-41.465531623827161
3623.046875,-42.079280961403008
3627.9296875,-42.201436749806895
3632.8125,-42.371672918318637
3637.6953125,-41.945935432910602
3642.578125,-42.125345606378524
3647.4609375,-41.786746944750035
3652.34375,-41.515622616265773
3657.2265625,-41.708769747922332
3662.109375,-41.810754735915665
3666.9921875,-41.943688214905698
3671.875,-41.8035623316336
3676.7578125,-42.27680607902812
3681.640625,-42.464777871335222
3686.5234375,-42.050670467082512
3691.40625,-41.873966259965087
3696.2890625,-41.389227876168711
3701.171875,-40.944334088717021
3706.0546875,-41.521035953518265
3710.9375,-41.674391423420673
3715.8203125,-41.7254565247028
3720.703125,-41.94432920049011
3725.5859375,-42.232202043471119
3730.46875,-41.163849569679442
3735.3515625,-41.367393352706436
3740.234375,-42.046024313719059
3745.1171875,-41.677225504052196
3750,-41.763795160588145
3754.8828125,-41.168041992957967
3759.765625,-41.584790019543874
3764.6484375,-41.694978423344516
3769.53125,-42.308006312435964
3774.4140625,-42.618374031748331
3779.296875,-41.99284550109234
3784.1796875,-41.636099608258696
3789.0625,-42.122782632330029
3793.9453125,-41.998986168744004
3798.828125,-41.297647578528426
3803.7109375,-41.4033962773795
3808.59375,-41.638091784348923
3813.4765625,-41.070178312829128
3818.359375,-41.666614818805634
3823.2421875,-41.582798369973773
3828.125,-41.323080239222854
3833.0078125,-41.781149648417227
3837.890625,-41.528361672987046
3842.7734375,-41.304731051688243
3847.65625,-41.140064740894296
3852.5390625,-40.469465822315129
3857.421875,-40.833775720136373
3862.3046875,-41.227988788952217
3867.1875,-40.708095551390748
3872.0703125,-40.610381524240104
3876.953125,-40.930297362614397
3881.8359375,-41.463244305086057
3886.71875,-41.109540435692182
3891.6015625,-41.308984327660795
3896.484375,-41.544258782096307
3901.3671875,-41.616264882872954
3906.25,-41.290172628330893
3911.1328125,-41.124169268519928
3916.015625,-40.298620056914238
3920.8984375,-40.757655684228745
3925.78125,-41.430990784053648
3930.6640625,-41.05336019623352
3935.546875,-41.297856774488359
3940.4296875,-41.808300543614067
3945.3125,-41.069208804522994
3950.1953125,-40.774886822770632
3955.078125,-40.618626245065315
3959.9609375,-40.430785712216412
3964.84375,-40.575148497095732
3969.7265625,-41.313042166473849
3974.609375,-41.070650474967785
3979.4921875,-41.371673380043312
3984.375,-41.032097371997338
3989.2578125,-40.710459132617558
3994.140625,-41.34811696258253
3999.0234375,-40.843786625178154
4003.90625,-39.953069820800501
4008.7890625,-40.33323942872439
4013.671875,-40.702950032611326
4018.5546875,-40.82757248243793
4023.4375,-41.073155139291593
4028.3203125,-40.90648889656579
4033.203125,-41.134156888202938
4038.0859375,-41.000231595134913
4042.96875,-41.179196010747631
4047.8515625,-41.025724169948461
4052.734375,-40.907635025027666
4057.6171875,-41.668612137851952
4062.5,-40.732758535695446
4067.3828125,-40.76123432684355
4072.265625,-40.781435192403904
4077.1484375,-40.979431443704826
4082.03125,-41.288788754812231
4086.9140625,-41.530305530465128
4091.796875,-40.949242315325137
4096.6796875,-41.263154718577169
4101.5625,-41.338260521028857
4106.4453125,-41.075654498534831
4111.328125,-40.808553902836906
4116.2109375,-41.43762476884288
4121.09375,-41.561211746660121
4125.9765625,-42.097140626863244
4130.859375,-41.967856521919359
4135.7421875,-40.877794158385505
4140.625,-40.917784398859482
4145.5078125,-40.833122108264142
4150.390625,-41.261740730755072
4155.2734375,-41.164172852485549
4160.15625,-41.60945647363225
4165.0390625,-40.734327369523946
4169.921875,-41.567730854292151
4174.8046875,-41.411133852393824
4179.6875,-41.025690130951787
4184.5703125,-41.268730261963206
4189.453125,-40.668391859176189
4194.3359375,-41.222982758774279
4199.21875,-41.310966597729852
4204.1015625,-41.420220447988576
4208.984375,-42.552826100701594
4213.8671875,-41.345195026960575
4218.75,-42.103469559683845
4223.6328125,-41.462766085437572
4228.515625,-41.563667346922287
4233.3984375,-41.490008142218819
4238.28125,-42.201149853333597
4243.1640625,-42.193860248517616
4248.046875,-41.443105663796601
4252.9296875,-41.315329868619727
4257.8125,-41.546092066731326
4262.6953125,-42.075661284717619
4267.578125,-41.583114922123457
4272.4609375,-42.074362754231743
4277.34375,-41.884129415734741
4282.2265625,-42.469059626059007
4287.109375,-41.83394562719905
4291.9921875,-41.959535172553373
4296.875,-41.118189106433903
4301.7578125,-41.745936849692839
4306.640625,-41.572286266093563
4311.5234375,-41.50110971600818
4316.40625,-41.649457620823824
4321.2890625,-41.0118336940372
4326.171875,-42.376221812029861
4331.0546875,-42.762418776418734
4335.9375,-42.378894486578218
4340.8203125,-41.965245383582619
4345.703125,-41.542417200828609
4350.5859375,-41.513779356560647
4355.46875,-41.360917848483226
4360.3515625,-41.457648478794944
4365.234375,-41.996426199765821
4370.1171875,-41.972196296489187
4375,-41.512327819726913
4379.8828125,-41.681886174087779
4384.765625,-41.853755576385943
4389.6484375,-41.923581756610517
4394.53125,-42.576500429688899
4399.4140625,-42.089756599716488
4404.296875,-41.399619054860473
